timestamp,rawX,rawY,normalizedX,velocity,simTargetX,simHandX,deltaMs
3889.20,252.0,273.3,0.7001,496.28,0.6950,0.6779,8.10
3897.40,255.2,272.6,0.7089,390.03,0.7047,0.6900,8.20
3905.70,258.1,272.0,0.7170,349.80,0.7133,0.7005,8.30
3913.90,260.5,271.5,0.7237,294.87,0.7206,0.7095,8.20
3922.20,262.7,271.2,0.7297,259.08,0.7270,0.7174,8.30
3930.40,264.5,271.1,0.7347,221.11,0.7324,0.7241,8.20
3938.80,266.1,271.1,0.7391,186.32,0.7371,0.7300,8.40
3950.00,267.3,271.2,0.7424,107.95,0.7408,0.7349,11.20
3956.90,268.2,271.5,0.7450,134.31,0.7438,0.7389,6.90
3964.10,269.0,272.0,0.7472,110.50,0.7462,0.7422,7.20
3972.10,269.6,272.7,0.7489,77.35,0.7481,0.7448,8.00
3980.40,270.1,273.6,0.7501,52.36,0.7495,0.7470,8.30
3987.80,270.1,273.7,0.7503,8.14,0.7501,0.7484,7.40
4446.80,178.9,156.4,0.4970,0.00,0.7940,0.7938,0.00
4461.40,178.9,156.4,0.4970,0.00,0.5861,0.7003,14.60
4503.20,179.5,163.1,0.4986,13.66,0.5249,0.6214,41.80
4512.10,180.0,170.2,0.5000,55.60,0.5075,0.5701,8.90
4519.70,180.3,178.6,0.5008,39.53,0.5028,0.5398,7.60
4527.80,180.4,188.6,0.5012,15.71,0.5017,0.5227,8.10
4536.10,180.4,199.3,0.5012,-1.06,0.5013,0.5130,8.30
4546.50,180.4,209.2,0.5010,-6.07,0.5011,0.5077,10.40
4552.70,180.3,218.7,0.5008,-10.40,0.5009,0.5046,6.20
4561.00,180.1,228.9,0.5004,-17.77,0.5005,0.5028,8.30
4569.20,179.9,239.9,0.4996,-34.30,0.4999,0.5015,8.20
4577.30,179.4,250.9,0.4984,-53.53,0.4988,0.5003,8.10
4585.90,178.9,263.0,0.4968,-65.41,0.4974,0.4990,8.60
4594.10,178.2,275.6,0.4951,-78.21,0.4958,0.4976,8.20
4602.30,177.8,287.2,0.4939,-48.67,0.4945,0.4962,8.20
4610.50,177.8,299.9,0.4938,-7.78,0.4940,0.4952,8.20
4618.80,177.9,311.8,0.4942,20.71,0.4942,0.4947,8.30
4627.60,178.7,323.7,0.4963,84.97,0.4957,0.4952,8.80
4636.10,179.9,334.5,0.4998,148.13,0.4986,0.4967,8.50
4644.50,181.7,344.5,0.5046,206.32,0.5028,0.4995,8.40
4652.40,183.7,353.1,0.5104,261.45,0.5081,0.5033,7.90
4661.00,185.9,360.7,0.5163,246.15,0.5138,0.5081,8.60
4669.70,187.9,367.4,0.5218,230.63,0.5194,0.5132,8.70
4677.40,189.8,373.5,0.5271,246.00,0.5248,0.5184,7.70
4685.30,191.4,379.3,0.5316,204.34,0.5295,0.5234,7.90
4693.60,192.4,384.4,0.5345,125.50,0.5330,0.5277,8.30
4702.00,193.3,390.0,0.5370,107.11,0.5358,0.5313,8.40
4710.30,193.8,394.9,0.5383,56.12,0.5375,0.5341,8.30
4718.80,194.0,399.4,0.5388,22.98,0.5384,0.5361,8.50
4726.80,193.9,403.5,0.5387,-3.30,0.5386,0.5372,8.00
4737.50,193.8,406.8,0.5382,-17.43,0.5383,0.5377,10.70
4747.30,193.4,409.7,0.5373,-33.68,0.5376,0.5377,9.80
4752.10,192.8,412.0,0.5355,-132.79,0.5362,0.5370,4.80
4758.00,192.6,412.4,0.5351,-26.59,0.5354,0.5363,5.90
5136.80,181.8,278.3,0.5049,0.00,0.4718,0.4721,0.00
5150.00,181.8,278.3,0.5049,0.00,0.4950,0.4824,13.20
5192.30,177.7,281.7,0.4936,-96.18,0.4940,0.4876,42.30
5200.10,171.9,286.4,0.4775,-742.39,0.4824,0.4853,7.80
5207.90,164.4,293.0,0.4566,-963.71,0.4644,0.4759,7.80
5216.10,157.5,299.5,0.4376,-837.02,0.4456,0.4622,8.20
5224.70,150.6,306.7,0.4183,-805.44,0.4265,0.4462,8.60
5232.80,144.5,314.0,0.4014,-752.56,0.4089,0.4294,8.10
5241.20,139.5,320.7,0.3874,-598.73,0.3939,0.4134,8.40
5249.40,135.1,327.0,0.3752,-536.31,0.3808,0.3987,8.20
5257.50,131.2,332.7,0.3644,-477.67,0.3693,0.3855,8.10
5265.80,127.4,338.6,0.3540,-454.55,0.3586,0.3734,8.30
5274.10,124.0,344.1,0.3445,-411.25,0.3487,0.3623,8.30
5282.60,120.9,349.1,0.3359,-362.94,0.3398,0.3521,8.50
5293.30,117.6,354.5,0.3267,-310.92,0.3306,0.3424,10.70
5301.10,114.3,359.8,0.3174,-426.56,0.3214,0.3330,7.80
5308.00,111.1,364.8,0.3086,-460.07,0.3124,0.3237,6.90
5316.00,108.1,369.5,0.3003,-373.82,0.3039,0.3148,8.00
5324.90,105.2,374.2,0.2923,-324.50,0.2958,0.3063,8.90
5332.40,102.4,378.9,0.2845,-374.05,0.2879,0.2980,7.50
5340.80,99.6,383.4,0.2768,-330.75,0.2801,0.2899,8.40
5348.90,97.0,387.7,0.2693,-331.59,0.2725,0.2821,8.10
5357.20,94.5,391.2,0.2626,-290.42,0.2656,0.2747,8.30
5651.60,165.3,270.0,0.4592,0.00,0.0000,0.0000,0.00
5664.60,165.3,270.0,0.4592,0.00,0.3215,0.1447,13.00
5722.40,165.3,270.0,0.4592,0.00,0.4179,0.2676,57.80
5731.60,171.4,275.5,0.4762,664.63,0.4587,0.3536,9.20
5738.70,176.4,280.2,0.4901,705.51,0.4807,0.4108,7.10
5747.30,182.2,285.4,0.5061,667.43,0.4985,0.4502,8.60
5755.80,188.5,291.0,0.5236,741.04,0.5160,0.4799,8.50
5763.90,195.4,297.1,0.5429,860.06,0.5349,0.5046,8.10
5771.90,201.9,302.7,0.5609,807.37,0.5531,0.5264,8.00
5781.10,207.3,307.5,0.5760,591.17,0.5691,0.5456,9.20
5788.40,213.2,312.7,0.5923,804.44,0.5853,0.5635,7.30
5796.90,218.7,317.4,0.6074,642.54,0.6008,0.5803,8.50
5805.10,223.9,322.0,0.6220,640.92,0.6157,0.5962,8.20
5813.50,229.6,326.7,0.6376,668.25,0.6311,0.6119,8.40
5821.60,235.2,331.4,0.6533,695.53,0.6466,0.6275,8.10
5829.90,240.6,335.9,0.6682,648.69,0.6618,0.6429,8.30
5838.20,246.2,340.4,0.6839,678.89,0.6773,0.6584,8.30
5846.70,251.8,344.9,0.6994,656.79,0.6928,0.6738,8.50
5854.70,257.1,349.1,0.7141,661.09,0.7077,0.6891,8.00
5863.80,262.1,352.9,0.7280,549.27,0.7219,0.7038,9.10
5871.70,267.0,356.6,0.7416,620.55,0.7357,0.7182,7.90
5879.90,272.0,360.0,0.7556,614.56,0.7496,0.7323,8.20
5888.00,277.1,363.2,0.7698,633.48,0.7638,0.7465,8.10
5896.60,281.9,366.3,0.7832,557.78,0.7774,0.7604,8.60
5905.00,286.3,369.0,0.7954,523.31,0.7900,0.7737,8.40
5912.80,290.0,371.3,0.8056,470.17,0.8009,0.7859,7.80
5921.30,293.2,373.7,0.8145,377.64,0.8104,0.7969,8.50
5929.70,295.9,375.6,0.8219,316.18,0.8184,0.8066,8.40
5938.10,297.9,377.3,0.8274,236.74,0.8247,0.8148,8.40
