timestamp,rawX,rawY,normalizedX,velocity,simTargetX,simHandX,deltaMs
11742.60,243.3,282.9,0.6759,230.82,0.6747,0.6710,11.00
11754.20,245.9,282.9,0.6831,222.67,0.6819,0.6781,11.60
11765.00,248.7,282.7,0.6908,254.33,0.6894,0.6854,10.80
11775.50,251.4,282.6,0.6983,258.68,0.6970,0.6929,10.50
11787.00,254.1,282.4,0.7058,233.56,0.7044,0.7004,11.50
11797.50,256.8,282.1,0.7134,260.91,0.7120,0.7080,10.50
11809.60,259.5,281.9,0.7209,225.31,0.7196,0.7155,12.10
11820.10,262.3,281.7,0.7285,259.43,0.7272,0.7231,10.50
11830.80,264.8,281.5,0.7355,235.99,0.7343,0.7304,10.70
11842.30,267.2,281.4,0.7423,212.81,0.7411,0.7374,11.50
11853.20,269.5,281.2,0.7487,211.50,0.7476,0.7440,10.90
11864.20,271.8,281.1,0.7549,203.51,0.7538,0.7504,11.00
11875.50,274.0,280.9,0.7611,196.81,0.7600,0.7567,11.30
11886.20,276.3,280.8,0.7676,216.46,0.7664,0.7630,10.70
11898.00,278.6,280.6,0.7739,194.40,0.7728,0.7694,11.80
11908.50,281.0,280.3,0.7804,223.37,0.7793,0.7758,10.50
11919.60,283.3,280.0,0.7871,214.96,0.7859,0.7824,11.10
11931.40,285.8,279.8,0.7938,205.16,0.7926,0.7890,11.80
11942.40,288.3,279.4,0.8007,226.09,0.7995,0.7958,11.00
11953.50,290.8,279.1,0.8078,231.15,0.8066,0.8028,11.10
11963.80,293.5,278.8,0.8153,261.11,0.8140,0.8101,10.30
11974.80,296.2,278.4,0.8227,241.24,0.8214,0.8174,11.00
11985.90,298.7,278.2,0.8298,231.53,0.8285,0.8247,11.10
11997.30,301.0,277.9,0.8362,201.74,0.8351,0.8314,11.40
12008.10,303.3,277.7,0.8424,207.31,0.8413,0.8378,10.80
12019.70,305.3,277.4,0.8480,173.73,0.8470,0.8438,11.60
12030.70,307.0,277.2,0.8529,160.07,0.8520,0.8491,11.00
12041.10,308.8,277.0,0.8577,165.86,0.8568,0.8542,10.40
12052.60,310.6,276.9,0.8628,160.89,0.8619,0.8592,11.50
12063.10,312.5,276.7,0.8681,180.65,0.8672,0.8644,10.50
12074.50,314.7,276.5,0.8742,192.03,0.8731,0.8701,11.40
12085.40,317.0,276.3,0.8806,213.08,0.8795,0.8762,10.90
12096.60,319.4,276.1,0.8871,208.91,0.8860,0.8826,11.20
12107.70,321.7,275.8,0.8936,208.98,0.8924,0.8890,11.10
12118.30,323.9,275.6,0.8998,211.56,0.8987,0.8953,10.60
12129.60,326.1,275.5,0.9058,191.57,0.9048,0.9014,11.30
12140.90,328.0,275.3,0.9110,165.01,0.9101,0.9071,11.30
12151.60,329.5,275.2,0.9154,146.67,0.9146,0.9119,10.70
12162.70,330.8,275.1,0.9189,114.05,0.9182,0.9160,11.10
12173.80,331.9,275.1,0.9219,99.09,0.9214,0.9195,11.10
12185.30,333.0,275.0,0.9250,94.85,0.9244,0.9227,11.50
12196.20,334.0,275.0,0.9277,90.25,0.9272,0.9256,10.90
12207.20,335.0,274.9,0.9306,95.26,0.9301,0.9285,11.00
12217.90,336.0,274.9,0.9334,92.73,0.9329,0.9314,10.70
12229.20,337.0,275.0,0.9362,91.12,0.9357,0.9342,11.30
12240.10,338.2,275.1,0.9395,106.95,0.9389,0.9373,10.90
12251.30,339.4,275.3,0.9427,103.79,0.9421,0.9404,11.20
12262.20,340.5,275.4,0.9459,105.93,0.9453,0.9436,10.90
12273.70,341.5,275.6,0.9487,87.44,0.9482,0.9466,11.50
12285.00,342.4,275.8,0.9511,77.81,0.9507,0.9493,11.30
12295.70,343.1,275.9,0.9532,68.60,0.9528,0.9516,10.70
12306.50,343.8,276.1,0.9550,59.41,0.9546,0.9536,10.80
12317.30,344.4,276.2,0.9565,52.54,0.9562,0.9553,10.80
12328.70,344.9,276.3,0.9580,47.74,0.9578,0.9569,11.40
12339.50,345.4,276.4,0.9595,47.86,0.9592,0.9584,10.80
12350.60,345.9,276.4,0.9608,43.75,0.9606,0.9598,11.10
12362.30,346.3,276.5,0.9620,35.84,0.9618,0.9611,11.70
12374.70,346.7,276.6,0.9631,31.16,0.9629,0.9623,12.40
12384.00,347.1,276.7,0.9641,40.25,0.9639,0.9633,9.30
12395.10,347.5,276.9,0.9652,34.52,0.9650,0.9644,11.10
12406.40,347.9,277.0,0.9664,40.10,0.9662,0.9656,11.30
12417.70,348.3,277.1,0.9675,32.61,0.9673,0.9667,11.30
12428.50,348.7,277.1,0.9686,39.27,0.9684,0.9678,10.80
12439.30,349.2,277.2,0.9699,43.07,0.9697,0.9690,10.80
12450.20,349.6,277.4,0.9712,43.36,0.9710,0.9703,10.90
12461.50,350.7,277.6,0.9742,95.61,0.9738,0.9726,11.30
12472.20,352.0,277.9,0.9778,118.71,0.9772,0.9755,10.70
12483.40,353.4,278.1,0.9816,123.03,0.9809,0.9790,11.20
12494.40,354.8,278.4,0.9856,132.25,0.9849,0.9829,11.00
12505.30,356.3,278.6,0.9897,134.90,0.9890,0.9869,10.90
12516.80,357.3,278.8,0.9926,89.42,0.9920,0.9902,11.50
12527.40,357.7,278.9,0.9937,38.42,0.9935,0.9923,10.60
20993.70,297.2,269.1,0.8256,0.00,0.8518,0.9111,0.00
21008.20,297.2,269.1,0.8256,0.00,0.8295,0.8581,14.50
21037.40,293.8,269.1,0.8160,-118.79,0.8180,0.8320,29.20
21045.90,288.2,268.9,0.8007,-648.67,0.8033,0.8133,8.50
21054.20,279.0,268.7,0.7749,-1117.60,0.7792,0.7911,8.30
21062.20,267.3,268.5,0.7425,-1455.89,0.7480,0.7631,8.00
21070.20,250.3,268.6,0.6954,-2122.88,0.7033,0.7242,8.00
21078.60,230.9,269.1,0.6415,-2309.53,0.6507,0.6765,8.40
21086.90,212.5,271.2,0.5903,-2220.76,0.5993,0.6263,8.30
21095.20,192.6,274.6,0.5349,-2402.66,0.5446,0.5732,8.30
21103.20,171.6,279.4,0.4768,-2615.27,0.4869,0.5171,8.00
21111.50,150.2,285.5,0.4171,-2586.32,0.4276,0.4589,8.30
21119.90,128.4,293.0,0.3565,-2597.54,0.3672,0.3993,8.40
21128.20,106.6,301.8,0.2961,-2621.07,0.3068,0.3392,8.30
21134.80,99.8,304.8,0.2771,-1035.45,0.2816,0.3017,6.60
22007.40,105.9,288.3,0.2942,0.00,0.2500,0.1500,0.00
22049.60,108.4,288.3,0.3012,60.32,0.2936,0.2433,42.20
22058.30,113.5,288.2,0.3153,582.31,0.3121,0.2880,8.70
22066.10,122.3,288.1,0.3396,1120.42,0.3355,0.3188,7.80
22073.80,133.9,287.7,0.3720,1515.79,0.3665,0.3498,7.70
22082.20,150.2,286.5,0.4172,1938.17,0.4096,0.3887,8.40
22090.50,169.9,284.2,0.4720,2377.36,0.4627,0.4368,8.30
22098.70,189.0,280.9,0.5250,2323.23,0.5156,0.4880,8.20
22106.90,209.8,276.9,0.5828,2540.10,0.5727,0.5431,8.20
22115.30,231.5,273.0,0.6432,2586.15,0.6326,0.6013,8.40
22123.70,254.8,269.7,0.7077,2766.31,0.6964,0.6631,8.40
22131.70,280.6,267.3,0.7794,3227.74,0.7670,0.7306,8.00
22140.10,304.9,266.1,0.8469,2889.62,0.8349,0.7984,8.40
22148.80,333.4,265.5,0.9262,3283.87,0.9125,0.8726,8.70
22157.20,353.5,266.4,0.9819,2388.12,0.9715,0.9369,8.40
23063.70,279.2,282.0,0.7757,0.00,0.8093,0.8856,0.00
23077.40,279.2,282.0,0.7757,0.00,0.7807,0.8174,13.70
23102.50,269.9,281.6,0.7497,-372.86,0.7543,0.7764,25.10
23110.50,258.0,281.4,0.7167,-1481.98,0.7224,0.7413,8.00
23118.80,241.3,281.4,0.6702,-2017.56,0.6780,0.7002,8.30
23127.40,222.5,281.8,0.6180,-2186.44,0.6270,0.6526,8.60
23135.50,204.1,283.2,0.5670,-2266.43,0.5760,0.6028,8.10
23143.50,185.8,285.4,0.5162,-2287.19,0.5251,0.5523,8.00
23152.10,168.1,288.2,0.4671,-2054.64,0.4758,0.5026,8.60
23161.00,150.6,291.3,0.4183,-1971.67,0.4270,0.4534,8.90
23169.00,134.0,294.7,0.3723,-2069.70,0.3805,0.4060,8.00
23177.40,117.9,298.8,0.3275,-1922.94,0.3354,0.3601,8.40
23185.50,99.4,304.7,0.2760,-2286.24,0.2849,0.3113,8.10
23193.70,83.2,311.8,0.2312,-1969.68,0.2392,0.2644,8.20
23201.90,71.3,319.2,0.1979,-1459.37,0.2041,0.2252,8.20
24061.50,101.8,312.7,0.2828,0.00,0.2404,0.1443,0.00
24073.20,101.8,312.7,0.2828,0.00,0.2765,0.2302,11.70
24097.50,107.3,311.8,0.2980,224.46,0.2948,0.2722,24.30
24106.60,116.5,310.2,0.3237,1018.27,0.3194,0.3029,9.10
24114.60,134.9,306.6,0.3747,2291.58,0.3664,0.3441,8.00
24122.60,157.4,301.2,0.4373,2820.92,0.4267,0.3978,8.00
24130.90,180.4,295.8,0.5012,2770.22,0.4900,0.4578,8.30
24139.10,205.6,290.2,0.5710,3063.91,0.5589,0.5235,8.20
24147.50,231.7,285.0,0.6436,3113.06,0.6309,0.5933,8.40
24155.70,258.6,280.5,0.7184,3281.01,0.7053,0.6661,8.20
24164.00,285.0,276.8,0.7917,3179.28,0.7787,0.7393,8.30
24172.10,310.7,274.2,0.8630,3171.94,0.8504,0.8115,8.10
24179.90,317.4,273.5,0.8817,860.54,0.8770,0.8541,7.80
25011.80,285.1,273.1,0.7919,0.00,0.8231,0.8939,0.00
25026.50,285.1,273.1,0.7919,0.00,0.7966,0.8306,14.70
25043.10,273.3,273.4,0.7592,-710.05,0.7648,0.7878,16.60
25051.30,259.8,273.7,0.7216,-1646.54,0.7281,0.7490,8.20
25059.60,241.7,274.6,0.6715,-2175.30,0.6800,0.7041,8.30
25067.90,224.3,275.9,0.6231,-2100.59,0.6316,0.6570,8.30
25076.20,205.0,277.9,0.5694,-2327.95,0.5787,0.6061,8.30
25084.60,185.7,280.2,0.5157,-2300.39,0.5252,0.5535,8.40
25093.10,166.1,282.9,0.4613,-2304.53,0.4709,0.4998,8.50
25101.30,145.2,286.6,0.4034,-2543.03,0.4135,0.4437,8.20
25109.40,124.0,292.2,0.3446,-2613.25,0.3549,0.3860,8.10
25117.70,103.8,299.0,0.2884,-2434.82,0.2984,0.3291,8.30
25814.40,100.5,307.1,0.2791,0.00,0.2372,0.1423,0.00
25830.80,100.5,307.1,0.2791,0.00,0.2728,0.2272,16.40
25848.30,112.0,303.4,0.3110,656.08,0.3053,0.2779,17.50
25856.10,126.5,298.9,0.3514,1863.36,0.3445,0.3212,7.80
25865.00,144.9,293.2,0.4024,2064.42,0.3937,0.3683,8.90
25872.70,166.2,286.5,0.4617,2772.47,0.4515,0.4224,7.70
25881.20,190.1,279.1,0.5281,2812.84,0.5166,0.4837,8.50
25889.20,216.7,271.5,0.6020,3324.87,0.5892,0.5523,8.00
25897.30,244.9,265.0,0.6804,3484.28,0.6667,0.6267,8.10
25905.60,275.5,260.6,0.7652,3676.74,0.7504,0.7071,8.30
25913.90,302.9,258.7,0.8413,3301.69,0.8277,0.7855,8.30
25922.10,333.5,257.7,0.9264,3735.07,0.9116,0.8674,8.20
30547.00,293.5,251.0,0.8152,0.00,0.8429,0.9058,0.00
30559.10,293.5,251.0,0.8152,0.00,0.8194,0.8496,12.10
30576.50,261.7,248.8,0.7270,-1825.42,0.7408,0.7789,17.40
30583.70,232.6,249.8,0.6460,-4048.98,0.6602,0.7018,7.20
30592.00,197.6,255.3,0.5490,-4206.83,0.5657,0.6133,8.30
30601.00,174.6,261.6,0.4849,-2563.26,0.4970,0.5377,9.00
34122.10,205.7,251.3,0.5715,0.00,0.4857,0.2914,0.00
34133.80,205.7,251.3,0.5715,0.00,0.5586,0.4651,11.70
34177.60,205.7,251.3,0.5715,0.00,0.5695,0.5330,43.80
